date,article_count,avg_sentiment_score,bullish_count,bearish_count,neutral_count,bullish_ratio,bearish_ratio,avg_urgency_score,breaking_news_count,high_urgency_count,sentiment_std,open,high,low,close,volume,daily_return,rsi_14,macd,macd_signal,sma_20,sma_50,bollinger_upper,bollinger_lower,atr_14,volatility_20d,trend_direction,next_day_return,return_2d,return_5d,price_up,sentiment_bullish,high_bullish,high_bearish,price_range,abs_return
2024-03-14,6,5.2167,3,2,0,0.5,0.3333,7.5,0,0,5.8211,2163.0,2163.0,2162.3,2163.0,515,-0.0057,78.8497,39.3846,30.0143,2088.46,2050.702,2223.7634,1953.1566,20.8143,0.007135,bullish,-0.002635,-0.0010633379565418988,0.008968978270919914,0,1,0,0,0.0003236245954691716,0.0057
2024-03-15,9,12.7889,8,0,0,0.8889,0.0,6.3333,0,0,9.3861,2161.7,2161.7,2157.3,2157.3,100,-0.002635,80.4924,38.23,31.6574,2096.22,2053.164,2228.4358,1964.0042,20.2357,0.007281,bullish,0.001576,-0.0004635423909516989,0.0003708802670003841,1,1,1,0,0.0020354350742469523,0.002635
2024-03-18,6,5.6,5,0,0,0.8333,0.0,3.5,0,0,5.1474,2146.2,2160.7,2146.2,2160.7,21,0.001576,80.2965,37.1609,32.7581,2103.68,2055.532,2232.5635,1974.7965,20.7429,0.007293,bullish,-0.002036,-0.0012959226176701977,0.006525662979590008,0,1,1,0,0.006756127108377598,0.001576
2024-03-19,12,5.4083,9,0,0,0.75,0.0,5.25,0,0,1.7681,2156.1001,2156.3,2156.1001,2156.3,12,-0.002036,79.0118,35.5489,33.3163,2110.12,2057.81,2235.808,1984.432,20.2,0.007322,bullish,0.000742,0.01210402077632966,0.00895056346519496,1,1,1,0,9.271369172519892e-05,0.002036
2024-03-20,6,11.8,6,0,0,1.0,0.0,7.5,0,0,9.5028,2157.3,2185.8999,2150.8999,2157.8999,17,0.000742,77.855,34.0084,33.4547,2116.9,2060.436,2237.1534,1996.6465,21.5,0.007224,bullish,0.011354,9.277538777419103e-05,0.015153714961477327,1,1,1,0,0.016223983683307838,0.000742
2024-03-21,9,1.0889,2,4,0,0.2222,0.4444,3.7778,0,0,4.7393,2207.0,2211.6001,2182.3999,2182.3999,63,0.011354,75.8527,34.3683,33.6374,2125.035,2063.556,2239.4746,2010.5953,22.1143,0.007356,bullish,-0.011134,-0.0034823590305331775,0.01603739076417665,0,1,0,0,0.013230720434979712,0.011354
2024-03-22,6,22.2333,6,0,0,1.0,0.0,12.0,0,0,8.5813,2179.2,2179.6001,2157.5,2158.1001,19,-0.011134,61.3356,32.3201,33.374,2131.01,2066.284,2238.7293,2023.2907,21.1,0.007959,bullish,0.007738,0.00810898437936225,0.03632820368248901,1,1,1,0,0.01014138215859036,0.011134
2024-03-25,9,5.2222,6,2,0,0.6667,0.2222,5.3333,0,0,7.3576,2166.2,2179.3999,2166.2,2174.8,79,0.007738,61.5299,31.6793,33.035,2138.325,2069.494,2236.1491,2040.5008,21.0428,0.007806,bullish,0.000368,0.007265081846606458,0.03963582858193848,1,1,0,0,0.006093574000553999,0.007738
2024-03-26,9,10.6222,8,0,0,0.8889,0.0,5.0,0,0,5.7719,2182.7,2182.7,2175.6001,2175.6001,202373,0.000368,57.756,30.8801,32.604,2145.405,2072.072,2231.1938,2059.6162,19.8357,0.007836,bullish,0.006895,0.019212997829886058,0.05460553159562731,1,1,1,0,0.003252806157511205,0.000368
2024-03-27,6,18.55,6,0,0,1.0,0.0,0.0,0,0,4.9907,2179.3999,2196.2,2172.1001,2190.6001,31200,0.006895,59.5658,31.0986,32.303,2153.285,2075.364,2223.0583,2083.5117,20.4143,0.007817,bullish,0.012234,0.020953116910749747,0.04482785333571382,1,1,1,0,0.011058044005599756,0.006895
2024-03-28,9,12.2778,6,2,0,0.6667,0.2222,2.3333,0,0,14.8055,2193.6001,2234.1001,2187.1001,2217.3999,2040,0.012234,60.9853,33.0533,32.453,2161.87,2079.66,2216.5203,2107.2197,21.1357,0.008028,bullish,0.008614,0.019662713974146095,0.04884103223780256,1,1,0,0,0.02142596547109931,0.012234
2024-04-01,12,8.6,9,1,0,0.75,0.0833,2.25,0,0,13.2215,2235.7,2264.2,2230.0,2236.5,400,0.008614,64.0772,35.7317,33.1087,2169.35,2084.018,2221.6985,2117.0015,23.9928,0.007183,bullish,0.010955,0.02588862061256414,0.04256651017214397,1,1,1,0,0.015297222346468587,0.008614
2024-04-02,9,16.9556,8,0,0,0.8889,0.0,7.0,0,0,6.2352,2252.0,2279.2,2247.6001,2261.0,435,0.010955,75.9012,39.3773,34.3625,2176.515,2088.708,2237.5964,2115.4335,25.45,0.006915,bullish,0.014772,0.012295444493586993,0.036488279522335354,1,1,1,0,0.014031927175843565,0.010955
2024-04-03,9,1.4,5,2,0,0.5556,0.2222,3.6667,0,0,15.1077,2281.7,2298.8,2267.8999,2294.3999,285,0.014772,77.9869,44.4493,36.3798,2184.56,2094.2,2261.9845,2107.1355,27.0785,0.007327,bullish,-0.002441,0.01364195491814657,0.015341789371591252,0,1,0,0,0.013542577902441292,0.014772
2024-04-04,6,11.0833,3,3,0,0.5,0.5,6.0,0,0,12.8018,2301.7,2302.8999,2280.0,2288.8,251,-0.002441,80.5637,47.4698,38.5978,2191.485,2099.502,2279.9898,2102.9802,27.7785,0.007378,bullish,0.016122,0.018743446347430748,0.028836071303739885,1,1,0,0,0.009949124560107698,0.002441
2024-04-05,6,13.6667,6,0,0,1.0,0.0,7.0,0,0,5.4661,2289.2,2328.3999,2267.3999,2325.7,344,0.016122,85.5275,52.2389,41.326,2199.87,2105.738,2305.195,2094.5449,31.7285,0.007929,bullish,0.00258,0.007653609665907224,0.013114331169110427,1,1,1,0,0.026646863533112006,0.016122
2024-04-08,6,10.2,3,2,0,0.5,0.3333,3.0,0,0,11.5599,2325.6001,2341.8,2319.0,2331.7,202,0.00258,85.6846,55.8586,44.2325,2207.525,2112.034,2327.5673,2087.4827,32.3214,0.007814,bullish,0.005061,-0.0009005875541449049,0.014624522880302138,1,1,0,0,0.009803921147062291,0.00258
2024-04-09,12,15.0333,8,1,0,0.6667,0.0833,5.0,0,0,14.5986,2337.8,2364.7,2337.8,2343.5,211,0.005061,87.8948,58.9994,47.1859,2215.575,2118.568,2349.3581,2081.7919,34.35,0.007813,bullish,-0.005931,0.004821847663750933,0.020183486238532167,0,1,0,0,0.011506544614594761,0.005061
2024-04-10,6,9.9,2,1,0,0.3333,0.1667,3.0,0,0,10.7285,2346.6001,2358.1001,2327.7,2329.6001,377,-0.005931,83.1085,59.6789,49.6845,2224.035,2124.656,2364.3663,2083.7037,34.0214,0.007474,bullish,0.010817,0.011418225814808114,0.018071728276453758,1,1,0,0,0.012954955554634252,0.005931
2024-04-11,9,13.7667,8,0,0,0.8889,0.0,3.0,0,0,8.9949,2341.5,2376.3,2330.6001,2354.8,283,0.010817,83.154,61.5415,52.0559,2233.005,2131.122,2382.8583,2083.1517,33.5214,0.007608,bullish,0.000595,0.0046713096653643316,0.01167827416341094,1,1,1,0,0.01951736066623962,0.010817
2024-04-12,9,23.4,6,3,0,0.6667,0.3333,2.6667,0,0,31.0874,2377.3,2429.0,2334.3,2356.2,584,0.000595,91.7757,62.4111,54.127,2242.665,2137.278,2398.3138,2087.0162,38.5071,0.00731,bullish,0.004074,0.014684661743485483,0.01791015193956369,1,1,0,0,0.039835107054221094,0.000595
2024-04-15,3,1.0,3,0,0,1.0,0.0,0.0,0,0,0.4,2362.1001,2384.7,2326.0,2365.8,1801,0.004074,91.5218,63.147,55.931,2253.09,2143.534,2412.5479,2093.6321,41.1786,0.007127,bullish,0.010567,0.002493870995012193,-0.014202383971595345,1,1,1,0,0.02485076733200249,0.004074
2024-04-16,6,11.15,5,0,0,0.8333,0.0,1.5,0,0,2.1566,2384.0,2390.8,2371.3999,2390.8,41,0.010567,92.3289,64.9982,57.7444,2264.595,2150.628,2429.1092,2100.0808,42.4,0.007206,bullish,-0.007989,-0.003555295298644845,-0.026392839216998643,0,1,1,0,0.008137625838926297,0.010567
2024-04-17,9,10.2222,7,0,0,0.7778,0.0,6.3333,0,0,5.951,2384.2,2391.3999,2369.3,2371.7,37,-0.007989,85.0562,64.1842,59.0324,2275.365,2157.548,2438.2225,2112.5075,42.2571,0.007627,bullish,0.004469,0.011257705443352917,-0.01990133659400417,1,1,1,0,0.009269314654810715,0.007989
2024-04-18,12,4.4333,7,2,0,0.5833,0.1667,3.75,0,0,4.3533,2368.3999,2384.3999,2368.3999,2382.3,128,0.004469,84.0562,63.6607,59.958,2286.585,2164.504,2446.2566,2126.9134,40.0428,0.007567,bullish,0.006758,-0.021030096965117928,-0.02203752675985393,1,1,0,0,0.0067556158907117,0.004469
2024-04-19,6,9.45,3,0,0,0.5,0.0,7.5,0,0,10.9411,2379.3,2399.8,2377.3,2398.3999,160,0.006758,83.8562,63.8093,60.7283,2297.385,2171.768,2456.6046,2138.1654,38.3071,0.007432,bullish,-0.027602,-0.029477944858153138,-0.02651763786347716,0,1,0,0,0.009456562854621106,0.006758
2024-04-22,9,14.9444,6,0,0,0.6667,0.0,6.0,0,0,5.4328,2383.3,2383.3,2326.8999,2332.2,53,-0.027602,62.6781,57.9177,60.1662,2306.09,2177.768,2451.7015,2160.4785,40.3643,0.009816,bullish,-0.00193,-0.0033016036360516976,0.005659849069548084,0,1,0,0,0.02366470859732316,0.027602
2024-04-23,8,12.325,4,0,0,0.5,0.0,14.875,0,0,4.7746,2327.7,2330.8,2294.2,2327.7,171,-0.00193,56.6098,52.2827,58.5895,2313.735,2183.856,2445.7429,2181.7271,40.3786,0.009856,bullish,-0.001375,0.0009021781157367847,-0.015594836104308896,0,1,0,0,0.015723675731408843,0.00193
2024-04-24,8,5.4,4,2,0,0.5,0.25,9.0,0,0,8.0148,2321.3,2328.7,2314.6001,2324.5,95,-0.001375,57.1543,47.0168,56.2749,2321.18,2189.982,2436.0712,2206.2888,39.75,0.009893,bullish,0.00228,0.0044310604431061495,-0.010582964078296508,1,1,0,0,0.0060741394908024405,0.001375
2024-04-25,8,11.375,6,0,0,0.75,0.0,4.0,0,0,14.6511,2315.0,2329.8,2305.0,2329.8,1024,0.00228,50.9408,42.778,53.5755,2328.14,2196.72,2425.2068,2231.0732,37.1643,0.00986,bullish,0.002146,0.006695810799210111,-0.013134174607262628,1,1,1,0,0.010712742980561634,0.00228
2024-04-26,9,20.0556,8,0,0,0.8889,0.0,3.5556,0,0,5.2645,2347.8999,2347.8999,2332.8,2334.8,717,0.002146,50.7146,39.3684,50.7341,2334.01,2203.61,2415.8908,2252.1292,36.8285,0.009625,bullish,0.00454,-0.018588358745931233,-0.015333219119410768,1,1,1,0,0.0064312366979528,0.002146
2024-04-29,6,9.75,5,0,0,0.8333,0.0,9.0,0,0,3.9308,2334.8,2345.5,2327.8999,2345.3999,405,0.00454,50.4404,37.094,48.0061,2339.455,2210.476,2407.3167,2271.5933,35.7286,0.009534,bullish,-0.023024,-0.019399676788593667,-0.01014743796995976,0,1,1,0,0.007538161726914558,0.00454
2024-04-30,9,0.1889,6,3,0,0.6667,0.3333,3.0,0,0,0.8964,2322.5,2322.5,2291.3999,2291.3999,113,-0.023024,42.5332,30.5817,44.5212,2340.975,2216.074,2402.504,2279.4459,37.4143,0.010868,bearish,0.00371,0.003404076259233557,0.010386707270084061,1,1,0,0,0.013390785791173353,0.023024
2024-05-01,9,10.2778,7,0,0,0.7778,0.0,10.0,0,0,5.6852,2287.7,2327.3,2283.8,2299.8999,42,0.00371,38.5194,25.809,40.7788,2341.25,2221.522,2401.9461,2280.5539,37.1857,0.010386,bearish,-0.000304,-0.0003912778986597809,0.0059568679489052645,0,1,1,0,0.01901473095248503,0.00371
2024-05-02,6,5.3,3,2,0,0.5,0.3333,4.5,0,0,6.3356,2321.7,2324.7,2292.3,2299.2,56,-0.000304,38.0453,21.7197,36.967,2341.77,2227.06,2400.7274,2282.8126,32.7357,0.010369,bearish,-8.7e-05,0.009742562630480345,0.014309368475991846,0,1,0,0,0.01395529138131526,0.000304
2024-05-03,6,-4.3,0,5,0,0.0,0.8333,9.5,0,0,1.8067,2300.0,2301.0,2277.6001,2299.0,194,-8.7e-05,35.4148,18.2524,33.224,2340.435,2232.646,2402.0727,2278.7973,30.2143,0.009676,bearish,0.00983,0.007046541974771614,0.029708568943018765,1,0,0,1,0.010173869565217344,8.7e-05
2024-05-06,9,0.6778,5,2,0,0.5556,0.2222,2.6667,0,0,1.0305,2322.8,2325.5,2314.2,2321.6001,9,0.00983,34.7308,17.1307,30.0054,2339.93,2238.306,2402.0328,2277.8272,30.3214,0.009931,bearish,-0.002757,-0.0034458992313103343,0.006245692356749988,0,1,0,0,0.004864818322714044,0.00983
2024-05-07,6,1.4333,1,2,0,0.1667,0.3333,1.5,0,0,1.9735,2324.3,2324.3,2315.2,2315.2,25,-0.002757,36.7929,15.5461,27.1135,2338.515,2244.04,2401.5578,2275.4722,29.3928,0.009868,bearish,-0.000691,0.007299628541810765,0.016499611264685576,0,1,0,0,0.003915157251645813,0.002757
2024-05-08,3,12.0,2,0,0,0.6667,0.0,1.0,0,0,0.4,2313.6001,2313.6001,2313.6001,2313.6001,4,-0.000691,33.2357,13.9998,24.4908,2337.715,2249.632,2401.6341,2273.7959,28.3643,0.009787,bearish,0.007996,0.02321053668695816,0.03246019050569693,1,1,0,0,0.0,0.000691
2024-05-09,9,7.3111,9,0,0,1.0,0.0,3.3333,0,0,1.9599,2310.7,2339.5,2310.7,2332.1001,5,0.007996,34.0087,14.1046,22.4135,2336.58,2255.614,2400.0262,2273.1338,28.8143,0.009637,bearish,0.015094,0.0017151922423912502,0.02053938422282986,1,1,1,0,0.012463755571904697,0.007996
2024-05-10,12,10.125,9,2,0,0.75,0.1667,7.25,0,0,13.908,2367.3,2367.3,2367.3,2367.3,126,0.015094,59.9546,16.8339,21.2976,2337.135,2262.046,2401.4915,2272.7785,26.2214,0.010246,bullish,-0.01318,-0.005871710387361229,0.018966755375321886,0,1,1,0,0.0,0.015094
2024-05-13,6,14.7833,4,0,0,0.6667,0.0,3.0,0,0,0.8472,2358.3,2358.3,2336.1001,2336.1001,14,-0.01318,52.069,16.2915,20.2964,2335.65,2267.03,2398.5762,2272.7238,25.7357,0.010629,bullish,0.007405,0.022516115640763834,0.04186455880036988,1,1,0,0,0.009413518212271581,0.01318
2024-05-14,6,-3.9833,0,3,0,0.0,0.5,1.5,0,0,4.2178,2336.0,2358.0,2336.0,2353.3999,6,0.007405,56.6559,17.061,19.6493,2333.78,2271.744,2391.8403,2275.7197,26.3,0.010477,bullish,0.015,0.011302838926779968,0.029021884465959102,1,0,0,0,0.009417808219178082,0.007405
2024-05-15,6,14.9333,5,0,0,0.8333,0.0,5.5,0,0,4.3647,2361.6001,2388.7,2356.0,2388.7,29,0.015,61.9183,20.2854,19.7765,2334.63,2276.848,2395.4594,2273.8005,27.05,0.010892,bullish,-0.003642,0.00983798718968476,0.00020931887637631874,0,1,1,0,0.013846544129126611,0.015
2024-05-16,9,6.2667,5,2,0,0.5556,0.2222,8.3333,0,0,5.6895,2389.5,2392.2,2380.0,2380.0,7,-0.003642,59.0112,21.8864,20.1985,2334.515,2281.442,2394.9725,2274.0574,26.6286,0.010884,bullish,0.013529,0.022647016806722542,-0.018907563025210128,1,1,0,0,0.00510567064239373,0.003642
2024-05-17,12,20.275,11,0,1,0.9167,0.0,12.25,0,0,20.0593,2380.7,2415.8,2380.7,2412.2,213,0.013529,62.2614,25.46,21.2508,2335.205,2286.526,2398.9577,2271.4523,27.9285,0.011206,bullish,0.008996,0.0039383135726722696,-0.033040378078102894,1,1,1,0,0.014743562817658826,0.013529
2024-05-20,6,15.6667,6,0,0,1.0,0.0,12.0,0,0,4.1831,2415.8,2435.8,2409.7,2433.8999,40,0.008996,79.6752,29.7008,22.9408,2340.29,2291.632,2417.7775,2262.8025,25.9357,0.009212,bullish,-0.005012,-0.01836554576463889,-0.032334895942105146,0,1,1,0,0.01080387449292175,0.008996
2024-05-21,9,8.2333,5,1,2,0.5556,0.1111,4.0,0,0,7.8136,2429.5,2429.5,2421.0,2421.7,6,-0.005012,74.9796,31.7116,24.6949,2344.99,2296.416,2430.2731,2259.7069,23.75,0.00931,bullish,-0.01342,-0.035801296609819455,-0.033612751373002236,0,1,0,0,0.003498662276188516,0.005012
2024-05-22,9,-0.2556,1,3,0,0.1111,0.3333,3.0,0,0,0.8428,2417.5,2417.6001,2375.8,2389.2,180,-0.01342,66.328,30.3331,25.8226,2348.225,2300.992,2435.1286,2261.3214,24.7143,0.009911,bullish,-0.022685,-0.02373179306880957,-0.01937891344383058,0,0,0,0,0.01729063081695964,0.01342
2024-05-23,6,-0.5333,3,3,0,0.5,0.5,0.0,0,0,6.5062,2371.2,2371.2,2335.0,2335.0,365,-0.022685,55.4612,24.5837,25.5748,2348.485,2304.184,2435.1874,2261.7826,26.9143,0.011276,bearish,-0.001071,0.008650963597430339,-0.005182055674518238,0,0,0,0,0.015266531713900059,0.022685
2024-05-24,9,4.3556,5,1,0,0.5556,0.1111,9.3333,0,0,8.619,2342.6001,2345.3999,2332.5,2332.5,25,-0.001071,51.7609,19.5996,24.3798,2348.37,2307.574,2435.1549,2261.5851,25.9428,0.011269,bearish,0.009732,0.003344051446945384,0.006045058949624815,1,1,0,0,0.005506659032414405,0.001071
2024-05-28,3,5.7333,3,0,0,1.0,0.0,3.0,0,0,0.611,2336.8999,2359.7,2336.8999,2355.2,26,0.009732,56.1387,17.2822,22.9602,2348.86,2311.532,2435.6849,2262.0351,27.2357,0.011437,bullish,-0.006326,-0.0052225288722825836,-0.012610394021739024,0,1,1,0,0.009756558250526662,0.009732
2024-05-29,9,14.2333,6,0,0,0.6667,0.0,7.1111,0,0,11.7564,2340.3,2340.3,2340.3,2340.3,119317,-0.006326,53.9369,14.081,21.1844,2351.305,2315.124,2433.9714,2268.6386,28.1857,0.010189,bearish,0.001111,-0.007434986967482904,0.005896722642396268,1,1,0,0,0.0,0.006326
2024-05-30,6,18.4333,3,3,0,0.5,0.5,5.0,0,0,21.2932,2336.8999,2349.5,2320.8,2342.8999,32587,0.001111,51.6708,11.6198,19.2715,2353.455,2318.856,2432.6562,2274.2538,28.1785,0.01017,bearish,-0.008536,0.001579324835858431,0.01169495120128694,0,1,0,0,0.012281227792426975,0.001111
2024-05-31,9,-2.8556,3,2,0,0.3333,0.2222,9.0,0,0,5.5772,2344.1001,2354.0,2319.0,2322.8999,941,-0.008536,42.7922,7.9637,17.0099,2354.64,2322.156,2431.0845,2278.1955,28.1643,0.010389,bearish,0.010203,0.0011193336398180875,-0.007619742891202486,1,0,0,0,0.01493110298489386,0.008536
2024-06-03,9,3.7111,9,0,0,1.0,0.0,5.0,0,0,0.6791,2322.6001,2347.5,2312.0,2346.6001,781,0.010203,51.7471,6.8991,14.9878,2357.02,2325.44,2429.0045,2285.0355,28.4714,0.010608,bearish,-0.008992,0.0031961133897504546,-0.01657721739635154,0,1,1,0,0.015284594192517256,0.010203
2024-06-04,6,-6.1,0,6,0,0.0,1.0,3.5,0,0,0.7457,2347.5,2347.7,2313.8999,2325.5,890,-0.008992,45.4157,4.3032,12.8509,2357.215,2328.788,2428.8156,2285.6144,29.3143,0.010625,bearish,0.012298,0.019264674263599346,-0.007740270909481817,1,0,0,1,0.014398338658146935,0.008992
2024-06-05,9,2.0444,6,2,0,0.6667,0.2222,2.0,0,0,2.4352,2326.3999,2354.3,2326.2,2354.1001,295,0.012298,44.1868,4.5018,11.181,2359.16,2332.374,2428.0159,2290.3041,28.85,0.010938,bearish,0.006882,-0.020772311253884346,-0.007688755461163321,1,1,0,0,0.012078748799808822,0.012298
2024-06-06,9,12.1778,9,0,0,1.0,0.0,7.0,0,0,6.1987,2355.0,2375.8,2355.0,2370.3,179,0.006882,48.4104,5.8984,10.1245,2361.995,2336.268,2427.5421,2296.4479,29.5286,0.011011,bullish,-0.027465,-0.02641015905159705,-0.029574315487491232,0,1,1,0,0.008832271762208145,0.006882
2024-06-07,9,-4.7778,2,6,0,0.2222,0.6667,6.3333,0,0,7.8291,2379.8999,2385.1001,2285.3999,2305.2,269,-0.027465,34.1716,1.7323,8.4461,2360.65,2338.56,2429.7857,2291.5142,34.0929,0.01261,bearish,0.001085,0.0009977442304356376,0.011365564809994844,1,0,0,1,0.04189260228970144,0.027465
2024-06-10,3,-7.2,0,3,0,0.0,1.0,8.0,0,0,0.0,2290.6001,2309.3,2290.5,2307.7,69,0.001085,30.207,-1.3522,6.4864,2357.67,2340.366,2430.631,2284.709,33.5714,0.012076,bearish,-8.7e-05,0.012263292455691799,0.0020366165446115136,0,0,0,1,0.008207456203289339,0.001085
2024-06-11,6,15.2,3,0,0,0.5,0.0,3.0,0,0,14.6948,2300.0,2314.1001,2300.0,2307.5,871,-8.7e-05,31.3885,-3.7693,4.4353,2356.24,2341.786,2432.0466,2280.4334,33.6572,0.011743,bearish,0.012351,-0.003163596966413995,0.009924117009750821,1,1,0,0,0.006130478260869613,8.7e-05
2024-06-12,12,1.2417,4,2,0,0.3333,0.1667,3.75,0,0,1.9874,2314.8999,2338.7,2310.3,2336.0,132,0.012351,41.2153,-3.3465,2.8789,2355.37,2343.286,2431.7114,2279.0286,32.6072,0.011969,bearish,-0.015325,-0.001969220890410961,0.007619863013698769,0,1,0,0,0.012268349054747309,0.012351
2024-06-13,6,5.3,6,0,0,1.0,0.0,3.0,0,0,2.3958,2309.3999,2317.7,2296.2,2300.2,298,-0.015325,43.8819,-5.8331,1.1365,2350.945,2343.402,2429.3827,2272.5073,31.5786,0.011848,bearish,0.013564,0.005303843144074394,0.007042822363272805,1,1,1,0,0.009309777834492848,0.015325
2024-06-14,9,1.7556,3,3,0,0.3333,0.3333,12.6667,0,0,11.5805,2307.0,2331.3999,2305.8,2331.3999,948,0.013564,49.8243,-5.2258,-0.1359,2348.515,2344.254,2426.17,2270.8599,32.8857,0.012324,bearish,-0.00815,-0.000428926843481503,-0.0006004546881896999,0,1,0,0,0.011096618985695582,0.013564
2024-06-17,6,-1.0333,1,4,0,0.1667,0.6667,3.0,0,0,1.3823,2320.2,2320.2,2309.6001,2312.3999,110,-0.00815,43.0834,-6.2062,-1.35,2343.525,2343.988,2416.6427,2270.4072,32.5,0.01193,bearish,0.007784,0.017903520926462635,0.0018163813274685303,1,0,0,1,0.004568528575122708,0.00815
2024-06-18,9,10.9111,5,3,0,0.5556,0.3333,2.0,0,0,11.3341,2311.8,2330.3999,2311.8,2330.3999,43,0.007784,48.416,-5.4677,-2.1735,2338.35,2343.962,2397.9336,2278.7663,32.7643,0.011874,bearish,0.010041,-0.00600755260931829,-0.01338821718967631,1,1,0,0,0.008045635435591187,0.007784
2024-06-20,6,5.2,3,2,0,0.5,0.3333,3.0,0,0,6.5812,2328.8999,2354.0,2328.3,2353.8,183,0.010041,51.6352,-2.9601,-2.3308,2334.955,2344.168,2380.6645,2289.2455,32.55,0.012154,bullish,-0.015889,-0.010111309372079269,-0.012447956495879042,0,1,0,0,0.011035253168244724,0.010041
2024-06-21,9,12.9111,5,2,0,0.5556,0.2222,2.7778,0,0,10.3692,2331.2,2331.2,2316.3999,2316.3999,76,-0.015889,49.0733,-3.9452,-2.6537,2331.315,2343.904,2369.8711,2292.7588,32.7214,0.012294,bearish,0.005871,8.642721837470724e-05,0.004878302749020014,1,1,0,0,0.006348704529855838,0.015889
2024-06-24,3,5.6,3,0,0,1.0,0.0,9.0,0,0,0.3464,2323.3,2332.8999,2322.7,2330.0,99,0.005871,47.5631,-3.5871,-2.8404,2331.065,2343.408,2369.5853,2292.5446,31.3643,0.011321,bearish,-0.005751,-0.013218884120171803,-0.0010299999999999754,0,1,1,0,0.004390263848835738,0.005871
2024-06-25,3,-1.8333,0,3,0,0.0,1.0,1.0,0,0,1.0066,2324.3999,2333.0,2316.6001,2316.6001,105,-0.005751,48.6633,-4.3346,-3.1392,2330.27,2342.616,2369.3183,2291.2216,30.1214,0.011391,bearish,-0.007511,0.0034101267629229604,0.0027626261433726373,0,0,0,1,0.007055541518479626,0.005751
